gene_name,meltPoint
AKR1A1,51.7572217022321
AKR1B1,55.4628823893249
AKR1C1,44.991321438061
AKR1C3,50.15674278188675
AKR7A2,53.0247699339854
AKT1,47.1419586956808
AKT1S1,55.6302689713028
AKT2,49.1722244963659
AKT3,51.2315619856224
AKTIP,47.6990416832235
ALAD,61.64631043583955
ALAS1,48.6207974225841
ALCAM,59.7953124703236
ALDH16A1,52.3109445739225
ALDH18A1,52.6327061762928
ALDH1A1,59.67925086307875
ALDH1A2,58.9056604881932
ALDH1B1,53.5128247416595
ALDH1L2,49.4008513460053
ALDH2,55.68571665278375
ALDH3A2,49.27640434649675
ALDH4A1,51.9445004570439
ALDH5A1,59.3387004018277
ALDH6A1,48.6300538157824
ALDH9A1,57.3752427998854
ALDOA,60.0501996010874
ALDOC,58.2363379048202
ALG1,53.702183612225696
ALG10,52.0249839880255
ALG11,52.7575894946886
ALG12,57.2363607647667
ALG13,50.4571219928893
ALG14,56.3998367240538
ALG2,51.210934990566145
ALG3,53.005183779475146
ALG5,52.9749878625302
ALG6,53.81505170767075
ALG8,54.39927758454405
ALG9,53.31615111964215
ALKBH1,49.3243232949301
ALKBH2,52.7429882221954
ALKBH3,53.5652548797423
ALKBH4,48.3530141598882
ALKBH5,48.7197579846288
ALKBH7,46.80016237174
ALKBH8,46.5895383290364
ALMS1,55.833608403894445
ALOX5,48.174086912130804
ALOX5AP,57.6338155728821
"ALPHA-ENOLASE, LUNG SPECIFIC.",60.8011298702358
ALS2,48.5972226305409
ALS2CR4,56.014197800087146
AMBRA1,45.5888867803002
AMD1,50.7877309747323
AMDHD1,53.7133240276865
AMDHD2,54.433277408376
AMFR,48.30343489059725
AMMECR1,44.9674910223957
AMN1,50.60357678203785
AMOT,49.6594568536522
AMPD2,56.4527940025786
AMPD3,53.5003169860075
AMZ2,47.0775997535401
ANAPC1,51.3541800006393
ANAPC10,51.4481346722597
ANAPC2,50.1021186094765
ANAPC4,52.318326455791
ANAPC5,50.745694932649
ANAPC7,49.7125295831217
ANGEL2,47.3269893859243
ANK1,43.1358976792432
ANK3,49.8915588931643
ANKFY1,45.1764244945008
ANKH,62.108206040640496
ANKHD1-EIF4EBP3,43.7566603476286
ANKLE2,41.8177364632471
ANKMY2,49.6895802014094
ANKRD10,44.9817546478138
ANKRD13A,49.6933780293713
ANKRD13D,47.0151266872022
ANKRD16,45.2429975265851
ANKRD17,46.6380173422992
ANKRD27,43.339789870057345
ANKRD28,52.5686456025062
ANKRD39,42.6683184997794
ANKRD40,46.23176704297665
ANKRD44,51.6051003101632
ANKRD49,52.4666528896856
ANKRD50,46.2103157928633
ANKRD52,47.1586524395119
ANKRD54,48.6677324843066
ANKS1A,43.6439353702409
ANKS6,49.1087281286702
ANKZF1,46.8709314201403
ANLN,45.6857614493768
ANO10,50.56444118699155
ANO6,54.8847236152898
ANP32A,56.2788884886609
ANP32B,52.2402993811907
ANP32D,48.7356247082746
ANP32E,44.4089580386129
ANPEP,54.8395018406021
ANTXR2,53.7916672948855
ANXA1,48.2852005207314
ANXA11,48.6356096051538
ANXA2,53.1729350957161
ANXA3,52.5571242517831
ANXA4,48.5332177119176
ANXA5,48.7094780319604
ANXA6,49.3093994842218
ANXA7,50.8249856881366
AOF1,47.8446870702508
AP1B1,48.8001958687184
AP1G1,47.7391615325578
AP1G2,44.2158413233857
AP1GBP1,48.7859595491129
AP1M1,48.5572627797428
AP1S1,47.5958565060917
AP1S2,47.4742185957283
AP1S3,47.3004761917169
AP2A1,51.6245356577512
AP2A2,51.2364598677135
AP2B1,52.3833968766054
AP2M1,52.6847135895673
AP2S1,50.5797641045429
AP3B1,49.2563686945689
AP3B2,48.4777281799491
AP3D1,49.1411209279338
AP3M1,49.6668183992812
AP3M2,49.6686803468531
AP3S1,49.5317659998673
AP3S2,49.10783246690665
AP4B1,45.7760463414012
AP4E1,45.58660278495
AP4S1,46.5485472983434
APAF1,47.5160254060109
APBA1,51.8797199957467
APBA2,45.4032528633134
APBA3,44.0970765668683
APBB1IP,52.1880736880333
APBB2,51.3637767669406
APC,52.0234820014208
APEH,61.3075531822084
APEX1,49.6897866022807
APH1A,59.29827135193145
APH1B,58.3102073828691
API5,54.8311942178245
APIP,61.6641274082426
APITD1,50.2842388834681
APLP2,56.1002034879713
APOA1,46.3024776652562
APOA1BP,61.1590398892519
APOB,59.7326869914137
APOB48R,61.567667544099905
APOBEC3G,53.62114253380755
APOE,59.05682044538745
APOL2,47.9674766611306
APOL3,48.4606202749837
APOO,60.0434046888875
APOOL,62.18301237960645
APPBP2,50.3144539022012
APPL1,48.9338163635495
APPL2,45.3034217500577
APRT,58.8313742987584
AQR,45.1254475880476
ARAF,47.5496768530038
ARAP1,44.8392348282623
ARCN1,51.3808477483157
ARD1A,52.6314136132347
ARD1B,51.4735182291773
ARF3,61.0791840754917
ARF4,52.1712922347281
ARF5,55.4022467137063
ARF6,53.6057910066201
ARFGAP1,47.70537135006355
ARFGAP2,48.0954754181335
ARFGAP3,50.0563229195755
ARFGEF1,48.8365965142762
ARFGEF2,48.4673687639411
ARFIP1,47.5296529487445
ARFIP2,48.8628979950453
ARFRP1,53.23070495708269
ARG1,50.7697446078571
ARG2,61.1556643950708
ARGLU1,47.6908471039537
ARHGAP1,50.9111353895569
ARHGAP10,48.4282025811011
ARHGAP11A,49.2090528941964
ARHGAP12,48.6660691918288
ARHGAP15,44.7258857881749
ARHGAP17,46.6193260372635
ARHGAP18,47.871843130738256
ARHGAP19,42.4114529206907
ARHGAP25,45.9487400815171
ARHGAP26,44.376483528504
ARHGAP27,50.8362700299846
ARHGAP30,48.3498407529492
ARHGAP4,45.0993538500526
ARHGAP5,47.0522349765012
ARHGAP6,45.000392657856054
ARHGAP9,44.13046299969775
ARHGDIA,51.7732848378543
ARHGDIB,51.5956020523378
ARHGEF1,45.3064728537821
ARHGEF11,45.9120468772586
ARHGEF12,45.5070754842046
ARHGEF18,45.8734751338269
ARHGEF2,45.1086121257845
ARHGEF4,51.3667011458314
ARHGEF6,44.8317496799515
ARHGEF7,46.7901188030895
ARID1A,46.2336619244213
ARID1B,46.9526549982545
ARID2,44.9402526519161
ARID3A,43.8319738244187
ARID4B,44.7987633494655
ARID5B,43.7049623969228
ARIH1,56.2638502857334
ARIH2,52.5702499112801
ARL1,51.6455952465829
ARL13B,50.93059941174905
ARL15,52.9668943392666
ARL2,53.2121879136508
ARL2BP,49.4706968190894
ARL3,54.8134812084426
ARL4C,46.5088347994372
ARL5B,46.1714372049396
ARL6,48.9923067078076
ARL6IP1,62.2880897279973
ARL6IP4,52.109279603983
ARL6IP5,58.1905681554251
ARL6IP6,52.1638298004584
ARL8A,56.8387911369893
ARL8B,56.588647419013
ARMC1,48.452062693917
ARMC10,47.28160569590845
ARMC6,42.5042213566549
ARMC7,52.2502849848561
ARMC8,52.207574272907
ARMC9,44.3381284482227
ARMCX3,47.5037733344943
ARMET,60.9779057115165
ARNT,47.8345364036447
ARPC1A,58.9902334088033
ARPC1B,55.1870115055324
ARPC2,57.3486002498244
ARPC3,55.4558009262132
ARPC4,56.7368893983324
ARPC5,55.8808884052824
ARPC5L,55.1968718906719
ARPP-19,60.189557654168
ARPP-21,47.6208326759054
ARRB1,55.0490439586239
ARRB2,49.9538570760177
ARRDC1,50.6275662792003
ARS2,47.2992826844191
ARSA,56.3803034434623
ARSB,59.602270430199
ARSK,52.35045061769155
ARV1,53.82570724332065
AS3MT,45.0041279979993
ASAH1,61.80346041646545
ASAP1,48.289812952644
ASAP2,48.212098677322
ASAP3,43.9309845793243
ASB1,45.7959273815463
ASB3,44.8838187709463
ASB6,48.6449356779192
ASCC1,50.8328105147927
ASF1A,50.5446989314889
ASF1B,48.1238162487291
ASH2L,49.8889624988001
ASL,56.4696563670937
ASMTL,49.0101528522403
ASNA1,57.8999039656981
ASNS,54.8329135411676
ASNSD1,44.9457965927209
ASPH,53.774569793911795
ASPSCR1,51.3376618445545
ASRGL1,55.3406646749245
ASS1,52.7670983129899
ASXL2,47.6009637222998
ATAD1,49.66955207849295
ATAD3A,49.5297374835631
ATAD3B,49.162617688799955
ATE1,51.9982265618025
ATF1,55.266515613939504
ATF2,55.4199082651953
ATF7,55.2539310207777
ATF7IP,46.0245744587839
ATG10,50.250051091135504
ATG12,49.5469417780596
ATG16L1,53.9825294884851
ATG2A,52.3902228648608
ATG2B,52.9272004793384
ATG3,54.369257027036
ATG4A,46.7692045283856
ATG4B,47.8365906140856
ATG4C,48.7518075272656
ATG5,49.9156331976483
ATG7,50.6410019806365
ATG9A,51.34770273013445
ATHL1,53.8083475426166
ATIC,56.2025278444243
ATL2,48.79868457468785
ATL3,52.7329179124577
ATM,51.44154108423875
ATN1,53.312237823856094
ATOX1,60.4379789696121
ATP11A,56.432732117776055
ATP11B,57.995425282495546
ATP11C,55.07900546828155
ATP13A1,52.96468815889655
ATP13A2,54.25513467584605
ATP13A3,53.423654706441354
ATP1A1,53.0328213985876
ATP1A2,57.257634891126344
ATP1A3,55.8312624783654
ATP1A4,63.0322552230317
ATP1B1,57.69821712448595
ATP1B3,53.2020296809908
ATP2A2,51.8947149785362
ATP2A3,50.63747346062135
ATP2B1,53.357432528870646
ATP2B2,51.02615546874025
ATP2B4,53.4126893175327
ATP2C1,54.5989109406318
ATP5A1,63.21847098149536
ATP5B,63.3240281389312
ATP5C1,62.71849716738255
ATP5D,62.47565276731715
ATP5E,58.7510271826241
ATP5F1,56.4373355569049
ATP5G1,53.4255129968584
ATP5H,57.022105450244254
ATP5I,56.0561761063059
ATP5J,62.0414962094943
ATP5L,55.769115918694
ATP5O,55.9456848328333
ATP5S,52.21461724961
ATP6,57.84892732346475
ATP6AP1,55.8926781260604
ATP6AP2,53.5356603143489
ATP6V0A1,59.232688099018105
ATP6V0A2,56.8203625840178
ATP6V0C,60.913211695511706
ATP6V0D1,47.2902171106358
ATP6V1A,55.8812179723477
ATP6V1B2,56.1038484137657
ATP6V1C1,48.5798054243892
ATP6V1C2,46.0904452106866
ATP6V1D,60.6914462922994
ATP6V1E1,53.0815972745115
ATP6V1F,57.9631089310666
ATP6V1G1,52.8907129107598
ATP6V1G2,38.3842942858756
ATP6V1H,52.2960691285439
ATP7A,49.6716706554706
ATP8,53.577725702283146
ATP8A1,56.58134341723845
ATP9B,55.24687271754815
ATPAF1,53.0239513985353
ATPAF2,57.9250971944449
ATPBD3,51.2154983617165
ATPBD4,49.0881544684044
ATPIF1,61.7185299245644
ATR,49.7639755169879
ATRIP,49.2408708106369
ATRN,57.1250082687403
ATRX,43.9995421583446
ATXN1L,46.8157865280776
ATXN2,50.465773700015
ATXN2L,51.3751999611049
ATXN3,47.5951547719458
AUH,51.0598835389643
AUP1,49.0052681772576
AURKA,49.8914280943312
AUTS2,55.9185811849343
AVEN,51.9218849398447
AVL9,52.8197360452511
AZI1,52.9143959186786
AZI2,47.431290920830605
Ataxin-10,51.493619003773
B2M,54.9951464560182
B3GALNT2,56.123485267053596
B3GALTL,54.1826895257486
B3GAT3,52.355916314671
B3GNT1,52.772157165992155
B3GNT2,52.8526512726557
B3GNTL1,54.0102682501156
B4GALNT1,52.13088357685735
B4GALT1,51.6105055336213
B4GALT3,52.0101400257349
B4GALT4,51.1987329109502
B4GALT7,52.0067043995575
BACH1,56.2111165654283
BACH2,52.7285495415818
BAD,59.114220558245
BAG1,54.8665967245238
BAG2,56.4500679124399
BAG3,58.5591031111013
BAG4,51.0215944585192
BAG5,48.1242660889737
BAIAP2,48.17337096195325
BAIAP2L1,51.973424525016455
BAK1,61.240802538080644
BANF1,54.4747874148166
BAP1,48.3175857469725
BARD1,45.16096838750645
BAT1,53.7804581785066
BAT2,58.6701307724103
BAT2D1,63.02238621358855
BAT2L,62.8723533375827
BAT3,48.7463902852582
BAT5,50.759883311613
BAX,58.1612972767027
BAZ1A,44.8943890437143
BBS2,49.1741785795468
BBS7,47.8516836121898
BBS9,48.1653510856816
BCAP29,62.6202033037473
BCAP31,63.000695220839205
BCAR1,46.76875686827995
BCAS3,51.3699739317064
BCAT1,59.40140398145
BCAT2,60.2363706280563
BCCIP,50.2445537517201
BCKDHA,51.0740597810159
BCKDHB,52.6910682748793
BCL10,47.1971095079654
BCL11B,42.5754207512414
BCL2L1,49.13701849639925
BCL2L11,52.79547943518705
BCL2L12,48.6945615711979
BCL2L13,53.3856629504515
BCL7A,51.5902993749398
BCL7B,56.5088223190992
BCL9,52.5972819745724
BCL9L,55.0548491505885
BCLAF1,50.7594674744905
BCR,44.401080207442
BCS1L,55.588029050583955
BDH1,47.463642564877
BDH2,51.7735816445741
BECN1,50.2426369705661
BET1,57.0689196175366
BET1L,60.8983123105598
BGLAP,47.5830424011673
BICD1,46.1684039182401
BICD2,48.0204564475841
BID,57.1123570386796
BIN1,48.6989934279158
BIN2,49.508644289084
BIN3,46.0775419694452
BIRC2,48.6577727591697
BIRC6,50.7409739524358
BLK,41.97951055569775
BLM,49.8649408458545
BLMH,63.2572844791698
BLOC1S1,54.2143655197142
BLOC1S2,54.0626873987147
BLOC1S3,54.4921054876703
BLVRA,53.6680013627256
BLVRB,50.2256653847989
BLZF1,49.50102713805565
BMI1,49.6268770289345
BMP2K,50.0609873227474
BMS1,50.1372926478988
BNIP1,51.51564129418425
BNIP2,51.3592700180582
BOLA1,50.8041509181564
BOLA2,50.8927652526689
BOLA3,58.666464932454
BOP1,44.6278280000777
BPGM,59.1081151424056
BPHL,52.1527211803056
BPNT1,59.7583135879199
BPTF,46.4454114955076
BRAF,51.6744626001744
BRAP,47.673705112709
BRCA1,46.68977645923874
BRCC3,59.4146345067625
BRD2,46.1266987752623
BRD3,48.9717650344525
BRD4,45.1483808992887
BRD8,50.8566295467942
BRE,59.1050349875222
BRF1,43.3322651294492
BRI3BP,62.20096958780655
BRIP1,47.2018190865847
BRMS1,44.416016471826396
BRP44,59.4090132319791
BSCL2,56.75435831332105
BSDC1,52.6616788154132
BSG,55.38382210457205
BST2,62.0070106578178
BTAF1,48.7102735575241
BTBD1,44.3496989423195
BTBD10,45.6954588557559
BTBD11,49.4282000380839
BTF3,52.890209667078
BTF3L4,60.2908030004319
BTK,44.54266129215395
BTN2A1,54.59736776332585
BTN2A2,54.7934958542534
BTN3A1,54.30114141669149
BTRC,47.9107229680838
BUB1,47.5186937875217
BUB1B,46.8642319916244
BUB3,54.2844859446381
BUD13,62.7426594860695
BUD31,50.964993252255
BXDC2,52.7464644225553
BYSL,49.0633213150125
BZW1,46.6101000442325
BZW2,49.8744952459603
C10ORF118,48.1251370590225
C10ORF119,47.6947271297707
C10ORF125,56.8140577492812
C10ORF137,46.9752134050875
C10ORF28,46.18039992921585
C10ORF32,55.8650936042533
C10ORF35,57.3413349809081
C10ORF4,46.969485692092
C10ORF46,44.1691822250405
C10ORF47,50.7453662200224
C10ORF54,59.6291095441327
C10ORF57,56.8659946728463
C10ORF58,54.9239448597023
C10ORF76,56.393215497152
C10ORF78,48.5551594088924
C10ORF84,58.6994306780566
C10ORF88,52.4115628619762
C10ORF97,52.9614466740943
C11ORF2,47.2815208980804
C11ORF31,52.2091184263468
C11ORF46,45.0409560187511
C11ORF54,56.4895588756026
C11ORF58,58.745836928824446
C11ORF59,58.837599599401955
C11ORF61,52.3658497353305
C11ORF67,56.245149377396
C11ORF68,51.7861047248946
C11ORF73,53.4476592568273
C11ORF79,54.8009051370211
C11ORF84,50.996661155234
C11ORF85,52.3593689532984
C12ORF10,55.2758159820853
C12ORF11,48.7914165070441
C12ORF23,49.1412176903012
C12ORF26,56.1302612047377
C12ORF29,55.1751621895187
C12ORF30,51.2367013236847
C12ORF4,47.40463924217115
C12ORF43,59.4833561827404
C12ORF44,50.6124064792336
C12ORF45,55.4467425271368
C12ORF5,49.8353310838692
C12ORF51,46.55141714583605
C12ORF57,46.4175692730061
C12ORF62,61.3974561384324
C12ORF73,57.2699578261722
C13ORF1,54.1681273483746
C13ORF15,57.2053405998718
C13ORF23,45.0709996425036
C13ORF27,47.3701579020977
C13ORF3,42.2429383041633
C13ORF37,52.49194289576535
C14ORF1,56.436064931033954
C14ORF102,45.0464331954938
C14ORF104,51.29567836819285
C14ORF126,57.3093327998333
C14ORF129,54.8968512963599
C14ORF133,46.4621514125849
C14ORF138,50.2421573070646
C14ORF142,58.6999434859367
C14ORF145,52.27814724496
C14ORF149,54.7348787804946
C14ORF156,45.9609722226741
C14ORF159,53.6501186147032
C14ORF166,49.9324958083941
C14ORF169,48.7361647377799
C14ORF2,59.2977064441592
C14ORF21,45.068000380251
C14ORF4,45.9491263840774
C14ORF94,45.5522608429326
C15ORF15,59.1189618230181
C15ORF23,45.7689448170611
C15ORF24,54.435600301366904
C15ORF29,51.7477871961475
C15ORF39,40.7369988804739
C15ORF40,58.8915493546196
C15ORF41,49.7385042789314
C15ORF44,49.7695036010505
C15ORF57,52.7109606192082
C15ORF58,50.4642469993176
C15ORF61,50.57681818389335
C16ORF13,50.0027470107612
C16ORF42,54.3727625364852
C16ORF53,57.5070140319952
C16ORF54,53.78269392674975
C16ORF55,58.3573948033218
C16ORF57,49.4933333332412
C16ORF58,53.8120922195303
C16ORF61,54.9947658754296
C16ORF62,48.8892462588447
C16ORF63,54.4380540090124
C16ORF68,50.2888986859669
C16ORF70,51.3633020007194
C16ORF80,49.4068067560132
C16ORF84,52.8463078881051
C16ORF87,48.7231506198031
C17ORF101,52.643967583767804
C17ORF28,49.788249226154846
C17ORF37,51.0655005239071
C17ORF39,55.6975710270407
C17ORF42,46.0869878612967
C17ORF48,61.9881031287779
C17ORF49,52.5772331500134
C17ORF56,44.8750392872689
C17ORF59,54.2666194998895
C17ORF62,55.99137303900615
C17ORF70,52.4427028215217
C17ORF71,46.3258196711195
C17ORF75,51.8955437091553
C17ORF80,54.71927337080194
C17ORF81,58.1920394624789
C17ORF89,63.030658701941
C18ORF1,56.2839481331911
C18ORF19,60.56540103210555
C18ORF24,42.2649530500849
C18ORF25,57.58976143374705
C18ORF32,62.7499713515457
C18ORF55,49.741346555746
C18ORF8,50.2648612561382
C19ORF10,61.6483697734809
C19ORF2,53.5621235525308
C19ORF25,65.4694375631063
C19ORF28,61.462245436354095
C19ORF29,48.7484372781282
C19ORF39,50.785259072201
C19ORF40,47.763357766921345
C19ORF42,59.34969597388745
C19ORF43,59.346310300741905
C19ORF46,50.0079408076263
C19ORF50,56.2681216135112
C19ORF52,54.65991193537445
C19ORF53,53.2503994540138
C19ORF54,49.6717379264813
C19ORF57,55.6265573818596
C19ORF6,54.5152364442405
C19ORF61,46.2143216371055
C19ORF62,55.0086377236475
C19ORF63,55.368955297563105
C19ORF70,52.198116687224555
C1ORF102,51.4868313649267
C1ORF107,46.1468067347242
C1ORF109,54.061727734425205
C1ORF112,44.7990952587766
C1ORF116,55.91781775479685
C1ORF122,54.6723212058274
C1ORF123,53.0073560907202
C1ORF124,42.4886208408238
C1ORF128,61.9770920652837
C1ORF131,59.2915867763847
C1ORF144,58.999303133863904
C1ORF149,51.6394122978439
C1ORF151,60.929852704628146
C1ORF156,53.1765927275343
C1ORF159,58.602528509583905
C1ORF163,55.4453541114664
C1ORF174,57.1760270762825
C1ORF198,51.1250059496465
C1ORF212,56.57330694734285
C1ORF25,49.5815700548943
C1ORF27,49.97939588681345
C1ORF31,61.3485224579926
C1ORF38,46.66587550571955
C1ORF43,46.38571777825945
C1ORF50,56.6277220793472
C1ORF52,59.520116676284
C1ORF55,48.2416048045487
C1ORF57,52.6368571640162
C1ORF58,48.7662944741432
C1ORF59,42.7147365853735
C1ORF69,54.0252029312822
C1ORF71,52.460355930512705
C1ORF83,43.94108217138055
C1ORF93,56.6451924069301
C1QBP,51.1412699489273
C1QTNF3,52.7490536047011
C20ORF11,52.0596983923605
C20ORF117,45.6803844511081
C20ORF20,51.2445174436117
C20ORF24,57.0967064462868
C20ORF27,53.5615053705249
C20ORF29,49.3685866215043
C20ORF3,56.653404215159696
C20ORF30,61.44945829601045
C20ORF4,45.6975937269043
C20ORF43,47.1967133571698
C20ORF7,56.6818070058292
C20ORF72,55.2239497364529
C20ORF74,47.2061423975582
C21ORF2,48.1574302540703
C21ORF33,63.061296733138505
C21ORF45,51.861042230379
C21ORF57,49.0913350292554
C21ORF66,44.0063147372281
C21ORF70,46.7448399842623
C21ORF91,48.7519822730454
C22ORF25,53.6032114917648
C22ORF28,53.1473463238049
C22ORF30,47.9847266241005
C22ORF9,53.5779285947767
C2CD2L,52.7447638640703
C2ORF18,61.5380497148251
C2ORF28,55.57549893908305
C2ORF29,47.6960184241435
C2ORF3,45.2327026017532
C2ORF30,51.7323682055303
C2ORF34,48.138949563754
C2ORF43,50.70272041831605
C2ORF44,47.2528848855218
C2ORF47,51.8683517887218
C2ORF49,49.4774197514175
C2ORF56,47.5251304939636
C2ORF60,54.3534544601216
C2ORF69,52.23464275081515
C2ORF7,54.3477699795658
C2ORF76,48.6970787506608
C2ORF79,58.92378904385
C3ORF1,61.97291873369145
C3ORF10,53.7144461196473
C3ORF19,54.3077201013495
C3ORF21,55.06597484732515
C3ORF26,47.8842900345825
C3ORF31,52.412042808554204
C3ORF37,45.9179423242797
C3ORF38,48.24151835793995
C3ORF39,54.34908861359615
C3ORF58,50.67320120462465
C3ORF59,58.2183012155433
C3ORF60,59.0216306572694
C3ORF63,52.5622813214369
C3ORF64,49.9482421313649
C3ORF75,58.3616982756107
C4B,56.8185676478276
C4ORF14,48.7621378224995
C4ORF15,45.1013232847633
C4ORF16,59.61964906637715
C4ORF23,42.4196811141212
C4ORF27,44.5579978377526
C4ORF30,47.9894049324478
C4ORF33,51.10422610468705
C4ORF41,48.0682102899422
C4ORF43,46.1597129509035
C5ORF22,53.075193271865
C5ORF28,61.917833553912004
C5ORF30,48.3132715572785
C5ORF33,57.0183800226788
C5ORF44,48.3064533400666
C5ORF45,49.7142952349807
C5ORF51,48.4051408324166
C6ORF106,49.1195651203492
C6ORF108,60.6672884331727
C6ORF115,56.4272518102061
C6ORF125,53.9020796436304
C6ORF129,51.4242209553601
C6ORF130,47.2500831210446
C6ORF134,46.9394957726865
C6ORF136,54.0936068479006
C6ORF153,55.29217184103545
C6ORF167,42.1781868879844
C6ORF190,46.3621454223515
